Sabahudin Mulaku B.I.,811951640,Regjistruar,+38343704988,mulakubau@hotmail.com
Pushkolli Investment L.L.C.,811951228,Regjistruar,+38344700308,pushkolliinvestment@gmail.com
CATI & ADI SH.P.K.,811949819,Regjistruar,+38348588688,catii.adii@gmail.com
Euro Feniks I SH.P.K.,811949778,Regjistruar,+38344863307,fenix_ing@live.com
ARG & RAMA SH.P.K.,811949504,Regjistruar,+38344506300,azmonrama@gmail.com
ELEVATOR GROUP L.L.C.,811948605,Regjistruar,+38349341222,elevatorgroup@gmail.com
ABAZAJ GROUP SH.P.K.,811947673,Regjistruar,+38349679403,abazajgroup@gmail.com
Halil Is. Krasniqi B.I.,811947491,Regjistruar,+38345345620,lilkrasniqi586@gmail.com
Model Slovenia Holding  L.L.C.,811947144,Regjistruar,+38349672671,bajramtafa@hotmail.com
Model Slovenia Project L.L.C.,811947136,Regjistruar,+38348694441,afrimtafa@hotmail.com
ROYAL NDERTIMI SH.P.K.,811946617,Regjistruar,+38344984009,ramushdermaku@gmail.com
LOLI CONSTRUCTION SH.P.K.,811946196,Regjistruar,+38348352222,mkamenica5@gmail.com
MP&G Group L.L.C.,811946138,Regjistruar,+38344156604,rrema442@gmail.com
Rrethoja Lani Prof SH.P.K.,811945940,Regjistruar,+38349487686,lanishpkprof@gmail.com
Ilirida Construction SH.P.K.,811945841,Regjistruar,+38344251080,iliridaconstrucion@hotmail.com
Kabashi Invest SH.P.K.,811945734,Regjistruar,+38344502303,jetulla.m.kabashi@gmail.com
Imer Pira B.I.,811945685,Regjistruar,+38344876200,imerpira@outlook.com
KRENARI INVEST L.L.C.,811945627,Regjistruar,+38343755788,krenariinvest@hotmail.com
BHSPartners  SH.P.K.,811945049,Regjistruar,+38344549999,bhsshpk@gmail.com
ILEAA GROUP  L.L.C.,811944885,Regjistruar,+38344633231,ileaagr@gmail.com
KEANI CONSTRUCTION SH.P.K.,811944504,Regjistruar,+38344181121,keaniconstruction@hotmail.com
VM CONSTRUCTION GROUP SH.P.K.,811944497,Regjistruar,+38349379804,vmgroupconstruction@gmail.com
Demaku Bau  SH.P.K.,811944489,Regjistruar,+38345527979,hajzer.demaku@icloud.com
Trevet SH.P.K.,811944471,Regjistruar,+38344275805,trevetshpk@gmail.com
DRITYLL SH.P.K.,811944025,Regjistruar,+38344115400,rademi-16@live.com
Medoss Engineering  L.L.C.,811943746,Regjistruar,+38344383818,medoss.engineering@gmail.com
S&G Holding  L.L.C.,811943605,Regjistruar,+38349444440,SeGeholdingllc@gmail.com
Driton M. Veseli B.I.,811943530,Regjistruar,+38345200677,veselidrilon66@gmail.com
ALB Besniku SH.P.K.,811943340,Regjistruar,+38345706629,albesnikushpk@gmail.com
RM BAU L.L.C.,811943241,Regjistruar,+38345623866,RM-Bau@outlook.com
PRETENI  GROUP SH.P.K.,811942813,Regjistruar,+38349346610,pretenigroupshpk@gmail.com
Besimiri Construction SH.P.K.,811942673,Regjistruar,+38349334489,shpk.besmiri@gmail.com
Residence d'elite L.L.C.,811942483,Regjistruar,+38345505077,residential.veranda@gmail.com
Brothers Group INT  SH.P.K.,811942300,Regjistruar,+38346333322,amardakki6@gmail.com
STORM Partnership SH.P.K.,811942128,Regjistruar,+38345814475,partnershipstorm@gmail.com
Ndërrmarrja Ndërtimore LEDI KASTRATI L.L.C.,811941419,Regjistruar,+38345953599,ledillc@gmail.com
HB UNIK SH.P.K.,811940974,Regjistruar,+38345504913,hbunikshpk@gmail.com
Leoni Construction BNB SH.P.K.,811940685,Regjistruar,+38349526707,leoniconstruction1@gmail.com
ANB & KS SH.P.K.,811940106,Regjistruar,+38349419757,arsimnuradinii@gmail.com
VËLLËZËRIT SINANI SH.P.K.,811939779,Regjistruar,+38345560495,vellezeritsinani22@gmail.com
VËLLËZËRIT GAXHERRI SH.P.K.,811938391,Regjistruar,+38345408177,s.gaxherri1@Icloud.com
NVN SH.P.K.,811937682,Regjistruar,+38349507565,kinemajaere@hotmail.com
Ensari Grup EOA SH.P.K.,811937442,Regjistruar,+38345421444,izetbasholli1@gmail.com
TRUE GROUP  SH.P.K.,811937418,Regjistruar,+38345829089,endritefendija@gmail.com
Luta Bau  SH.P.K.,811937195,Regjistruar,+38344686836,fitim07@gmail.com
Ottawa 005 SH.P.K.,811937070,Regjistruar,+38349950559,Perandorperandor@gmail.com
ALTINI CONSTRUCTION SH.P.K.,811936858,Regjistruar,+38345576564,altiniconstruction@hotmail.com
Sederin  L.L.C.,811936311,Regjistruar,+38345893520,forstar2011@gmail.com
Ariant Këpuska B.I.,811935917,Regjistruar,+38344814668,ariant.k@hotmail.com
ART ENGINEERING BUILDING SH.P.K.,811935909,Regjistruar,+38345203216,faton@hotmail.com
DIKA COMPANY SH.P.K.,811935876,Regjistruar,+38349498311,okio14135@gmail.com
LONISI  SH.P.K.,811935834,Regjistruar,+38349314261,muhameti22@gmail.com
BERISHA IM SH.P.K.,811935678,Regjistruar,+38344761013,b.berishashpk@hotmail.com
Max Project Home SH.P.K.,811935488,Regjistruar,+38344959025,fehmi_aliu@hotmail.com
Masters BR D.O.O.,811935230,Regjistruar,+38345327296,bojan.m.radovanovic@gmail.com
MEIXNER SH.P.K.,811935173,Regjistruar,+38344981000,meixnershpk@gmail.com
Urban A&F Investments  L.L.C.,811934597,Regjistruar,+38349989999,info@urbangrup.com
United Invest L.L.C.,811934521,Regjistruar,+38344777777,granitrexhepi@aol.com
Qupeva Ing SH.P.K.,811934456,Regjistruar,+38349344809,qupevaing.shpk@gmail.com
American Company LLC SH.P.K.,811934365,Regjistruar,+38343587900,bedriraci@icloud.com
Cefe Group SH.P.K.,811933721,Regjistruar,+38349271156,shabniilmi15@gmail.com
Christian Helbig SH.P.K.,811933606,Regjistruar,+38349485567,hc.trading.solution.shpk@gmail.com
DELIJA INVEST SH.P.K.,811933549,Regjistruar,+38349467433,bislimibishi32@icloud.com
E&A Engineers SH.P.K.,811933078,Regjistruar,+38349657111,eaengineers22@gmail.com
HAMITI HC SH.P.K.,811932963,Regjistruar,+38344102290,hamitihc@gmail.com
New Invest L.L.C.,811932773,Regjistruar,+38349127917,blerim.dina@gmail.com
Master Build SRL Dega në Kosovë,811932583,Regjistruar,+38338600031,info@bdokosovo.com
A & M NDËRTIMI SH.P.K.,811932385,Regjistruar,+38349255490,amndertimi@gmail.com
B&E IMMOBILIARE SH.P.K.,811931634,Regjistruar,+38345291064,be.shpk.ks@gmail.com
Imer Vuthaj B.I.,811931577,Regjistruar,+38344818392,imervuthaj@gmail.com
Premium Contractors SH.P.K.,811931478,Regjistruar,+38349138131,ndertimtari.n@gmail.com
Safet Bujupi B.I.,811931444,Regjistruar,+38344362424,safetib@hotmail.com
TONI RESIDENCE SH.P.K.,811931296,Regjistruar,+38344914795,ToniResidence.shpk@hotmail.com
ND PROJECT SH.P.K.,811931072,Regjistruar,+38349230003,xheki95@hotmail.com
Astrit Hisenaj B.I.,811930850,Regjistruar,+38348313821,dioniconstruction@gmail.com
Krena Construction SH.P.K.,811930610,Regjistruar,+38348105050,vllaznimcakiqi@hotmail.com
TOP PROJEKT SH.P.K.,811930537,Regjistruar,+38349938442,topprojekt.pr@gmail.com
European Building Company L.L.C.,811930355,Regjistruar,+38344606400,fljorimkamberi@gmail.com
KUKA COMPANY SH.P.K.,811930321,Regjistruar,+38349662020,judokuka@email.cz
ERA INVEST  L.L.C.,811930157,Regjistruar,+38344419023,armendprekadini@hotmail.com
LEO PREMIUM SH.P.K.,811929704,Regjistruar,+38349197092,petrit.palushaj@hotmail.com
TRAU SH.P.K.,811928384,Regjistruar,+38343503700,kushtrimhasani2@gmail.com
Salih Imeraj B.I.,811928186,Regjistruar,+38343554707,salihimeraj187@gmail.com
UNI PRO INVEST SH.P.K.,811928095,Regjistruar,+38344373321,uniproshpk@gmail.com
Darilo Ingenierburo GmbH SH.P.K.,811928079,Regjistruar,+38349525996,darilo@gmail.com
ALP YAPI ENDUSTRI VE TICARET ANONIM SIRKETI Dega në Kosovë,811927964,Regjistruar,+38349256555,arta.xhema@tag-ks.com
FITA COMPANY SH.P.K.,811927956,Regjistruar,+38344702221,fitim_zuka@hotmail.com
VESELI GROUP SH.P.K.,811927261,Regjistruar,+38349642539,veseligroupshpk@gmail.com
BYTYQI PROJEKT SH.P.K.,811927120,Regjistruar,+38349970400,afrim.bytyqi90@gmail.com
NDERTUESI J SH.P.K.,811927063,Regjistruar,+38349509333,ndertuesi2013@gmail.com
Smajli Bau SH.P.K.,811926768,Regjistruar,+38349432341,ybkont10@gmail.com
Ariani Home SH.P.K.,811926271,Regjistruar,+38344900800,ariani.arbk@gmail.com
FINNI PROJECT SH.P.K.,811925687,Regjistruar,+38345825825,arben.jusufi81@gmail.com
NILI PROJECT SH.P.K.,811924986,Regjistruar,+38349223396,niliproject.2022@gmail.com
Xoni A Construction SH.P.K.,811924936,Regjistruar,+38345413262,egzonishpk001@gmail.com
Building 4 Future SH.P.K.,811924861,Regjistruar,+38349606227,qendrimba@hotmail.com
ABA  CONSTRUCTION  SH.P.K.,811924845,Regjistruar,+38348836620,abaconstuction74@gmsil.com
Amari I&A SH.P.K.,811924829,Regjistruar,+38349300989,sarandaadobruna@gmail.com
Oraka İnşaat Taahhüt Gida Sanayi Ve Ticaret Branch in Kosovo,811924712,Regjistruar,+38338600031,info@oraka.com.tr
ENDRITI NDERTIM SH.P.K.,811924580,Regjistruar,+38345655180,endrit.azemi17@gmail.com
Z & K CONSTRUCTION L.L.C.,811924332,Regjistruar,+38344508181,info@city-accounting.com
Fatlum Halimi B.I.,811923920,Regjistruar,+38344107787,fatlumhalimi39@gmail.com
Shpejtim Bi. Gashi B.I.,811923673,Regjistruar,+38348120105,timig5141@gmail.com
NPN ÇLIRIMI ING SH.P.K.,811923582,Regjistruar,+38344127270,npnclirimi@gmail.com
BAUINVEST CO L.L.C.,811923491,Regjistruar,+38344100601,zylfiu@gmail.com
D&F Vizion  SH.P.K.,811922980,Regjistruar,+38349485567,dfvizion@gmail.com
Dreni Inginiering  SH.P.K.,811922550,Regjistruar,+38349175977,infodreni@gmail.com
BINAKI BSHB SH.P.K.,811922170,Regjistruar,+38344313373,binakibshb@GMAIL.COM
Vier Construction SH.P.K.,811922005,Regjistruar,+38349610285,visar1303@yahoo.com
DRITONI COMPANY SH.P.K.,811921734,Regjistruar,+38344104551,sinani.groupshpk@gmail.com
JETA ARCH SH.P.K.,811921073,Regjistruar,+38345672722,jeta.prishtine@gmail.com
Mardin Group  L.L.C.,811920835,Regjistruar,+38349444440,mardingroupshpk@gmail.com
REXHEPI PARTNERS SH.P.K.,811920736,Regjistruar,+38348337888,rexhepipartners@gmail.com
VIA CONSTRUCTION SH.P.K.,811919896,Regjistruar,+38343711710,viaconstructionshpk@gmail.com
Premium Apartments SH.P.K.,811919309,Regjistruar,+38345820695,premiumapartments@gmail.com
RIAL CONSTRUCTION 2022 SH.P.K.,811919078,Regjistruar,+38344119347,rial.construction@hotmail.com
Gentrit Alushi B.I.,811918666,Regjistruar,+38345594015,gentritalushi@gmail.com
Lata Muratim SH.P.K.,811918658,Regjistruar,+38344431172,latamuratimshpk@gmail.com
UNITED BLUE BUILDERS SH.P.K.,811918608,Regjistruar,+38344185325,evrenfusha@gmail.com
Lisi Invest SH.P.K.,811918559,Regjistruar,+38344196687,gazmend_maxhuni@hotmail.com
Rinori MS SH.P.K.,811918400,Regjistruar,+38349340750,rinori-ms@hotmail.com
BURIMI AAF SH.P.K.,811918385,Regjistruar,+38345344447,festim2.morina@universitetiaab.com
Neta Global SH.P.K.,811918327,Regjistruar,+38343999995,info@bpower-ks.com
Ardit Mulaku B.I.,811917303,Regjistruar,+38344913916,mulakugroup@outlook.com
AEGEAN İNSAN KAYNAKLARI SAĞLIK İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ Branch in Kosovo,811917238,Regjistruar,+90532426278,maltinors@hotmail.com
JETMIRI CONSTRUCTION SH.P.K.,811916884,Regjistruar,+38344410817,artan.hamiti@gmail.com
IDEALI COMPANY SH.P.K.,811916701,Regjistruar,+38349337063,labinot.jonuzi@hotmail.com
Wash Time 24  7 SH.P.K.,811916587,Regjistruar,+38345696691,lavdimberisha@hotmail.com
Endo Savunma ve İnşaat Sanayi Anonim Şirketi Branch in Kosovo,811916264,Regjistruar,+38349708131,ferguler@mundusae.com
ERKAM LUXURY BUILDING L.L.C.,811915729,Regjistruar,+38343501001,xhevdetkelmendi33@hotmail.com
BTL CONSTRUCTION SH.P.K.,811915589,Regjistruar,+38349659547,arisaliu1997@gmail.com
HS INTERNATIONAL Dega në Kosovë,811915274,Regjistruar,+38344628109,sami.1350@hotmail.com
4L SH.P.K.,811915034,Regjistruar,+38344111741,4lshpk@gmail.com
Vëllezerit Rama  SH.P.K.,811914317,Regjistruar,+38345642617,xhaferrama1981@gmail.com
Dream Construction Group SH.P.K.,811914234,Regjistruar,+38344388153,dreamconstructiongroup11@gmail.com
ARIANIT HAGE SH.P.K.,811914052,Regjistruar,+38344873229,izetbasholli1@gmail.com
Erin Construction SH.P.K.,811914044,Regjistruar,+38349826557,e.construction.ks@gmail.com
Missini Group L.L.C.,811913963,Regjistruar,+38349888902,lindritmisini@gmail.com
Gita Dizain BJB SH.P.K.,811913418,Regjistruar,+38344853400,fhamzaj77@gmail.com
BARDHI CONSTRUCION SH.P.K.,811913343,Regjistruar,+38349932855,bardhibau@gmail.com
AIBA GROUP L.L.C.,811913260,Regjistruar,+38345200009,lirian.kokovari@gmail.com
EB Projekt SH.P.K.,811912882,Regjistruar,+38348380815,endritbytyqi002@gmail.com
KEREM  SH.P.K.,811912832,Regjistruar,+38345299048,ytakiyaci@gmail.com
ERONI&BIN  SH.P.K.,811912741,Regjistruar,+38344508666,bin.shpk@gmail.com
The One Construction  L.L.C.,811912494,Regjistruar,+38344961533,ali.baddad@gmail.com
MATT CONSTRUCTION SH.P.K.,811912478,Regjistruar,+38348351352,ilirmatoshi@live.com
MIRI & ARKOS SH.P.K.,811912361,Regjistruar,+38349184702,ntnmiri@hotmail.com
FV TEX GROUP SH.P.K.,811912288,Regjistruar,+38348720715,fvtexgroup@gmail.com
EVEST GROUP SH.P.K.,811912098,Regjistruar,+38349459459,compact.shpk@gmail.com
E A JAHAJ NDERTIM SH.P.K.,811911991,Regjistruar,+38344977023,egzonjahaj@gmail.com
GRAND DONA SH.P.K.,811911983,Regjistruar,+38344211210,osman.muzlijaj@live.com
SHATRI INVEST SH.P.K.,811911587,Regjistruar,+38349149354,hamdishatri@gmail.com
KLEDI&KLEA SH.P.K.,811911131,Regjistruar,+38344857222,kledi.shpk@hotmail.com
Golden Residence SH.P.K.,811910513,Regjistruar,+38344818888,autofitimi@hotmail.com
MG COLI R SH.P.K.,811910472,Regjistruar,+38349430383,reshatymeri06@gmail.com
H INXHINJERING  A&H  SH.P.K.,811909102,Regjistruar,+38344992917,Visartehoxha11@gmail.com
YLLI GARTEN SH.P.K.,811908906,Regjistruar,+38345911148,lind.gacaferi@iocloud.com
RAKA  D.O.O.,811908625,Regjistruar,+38165101890,stefanrakic321@gmail.com
NDREKAJ SH.P.K  Dega në Kosovë,811908477,Regjistruar,+38349317808,beki_go@hotmail.com
AM Holding SH.P.K.,811907908,Regjistruar,+38345222953,kushtrimymeri987@gmail.com
DERGUTI CONSTRUCTION SH.P.K.,811907776,Regjistruar,+38344594118,p.derguti@gmail.com
3ANGLES GROUP L.L.C.,811907734,Regjistruar,+38349990400,arjanitj@gmail.com
ON IN SH.P.K.,811907693,Regjistruar,+38349409430,oninshpk@gmail.com
REDONI INVEST  SH.P.K.,811907263,Regjistruar,+38344196688,arsim.maxhuni@redoni.com
AK BUILDING TEAM SH.P.K.,811906877,Regjistruar,+38349241536,akgroupshpk@gmail.com
HIZIROGLU CONSTRUCTION SH.P.K.,811906661,Regjistruar,+38345716716,hizirogluinsaat@hotmail.com
SAMA GROUP SH.P.K.,811906629,Regjistruar,+38344601683,fazli_hoxha@hotmail.com
Amari GFC SH.P.K.,811906603,Regjistruar,+38349471601,gentritcarani@gmail.com
GMA CONSTRUCTION SH.P.K.,811906554,Regjistruar,+38349321598,galidema76@gmail.com
Gashi Ibercuk Gmbh SH.P.K.,811906249,Regjistruar,+38344539352,gashiibercukgmbhshpk@gmail.com
NdertimiN Construction  SH.P.K.,811906108,Regjistruar,+38348571990,besjani5@gmail.com
EURO BAU GROUP SH.P.K.,811905960,Regjistruar,+38345621635,eurobaugroup@gmail.com
HILLSIDE RESORT L.L.C.,811905952,Regjistruar,+38344874035,hillsideresort@gmail.com
Hysen Zogaj B.I.,811905142,Regjistruar,+38344269620,hysen.z2018@hotmail.com
Inffinit Group B & G SH.P.K.,811904962,Regjistruar,+38344587135,gojart.grainca@gmail.com
Mali Art Group SH.P.K.,811904954,Regjistruar,+38344117753,maliartshpk@gmail.com
BOTA  GROUP SH.P.K.,811904102,Regjistruar,+38344122646,botagroup.rks@gmail.com
KAG CONSTRUCTION SH.P.K.,811903708,Regjistruar,+38349933933,kagconstruction6@gmail.com
ddHprojekt SH.P.K.,811903584,Regjistruar,+38349777221,hprojekt@hotmail.com
HK  L.L.C.,811903542,Regjistruar,+38349115033,hkinfo2022@gmail.com
FROS LIVING SH.P.K.,811902932,Regjistruar,+38344109110,fros.living@gmail.com
A Holding Investment  L.L.C.,811902750,Regjistruar,+38349369222,enis.veliqi86@gmail.com
INKOS INVEST SH.P.K.,811902510,Regjistruar,+38348777501,b.sopi@ello-immobllien.ch
MASTERS PLUS  D.O.O.,811902437,Regjistruar,+38116879663,masterspristina@gmail.com
LG Engineering Group SH.P.K.,811902411,Regjistruar,+38349400565,elggroupshpk@gmail.com
GOLD SIDE SH.P.K.,811902057,Regjistruar,+38344102801,sabrizymeri@gmail.com
Avni Ka. Bunjaku B.I.,811386657,Regjistruar,+38344196832,avni1964@icloud.com
HOTI NDERTIM SH.P.K.,811900449,Regjistruar,+38345537662,bossi-doni14@hotmail.com
GENERAL IMMO GROUP SH.P.K.,811900390,Regjistruar,+38344444010,info@genbau.ch
EKREMI CONSTRUCTION SH.P.K.,811899973,Regjistruar,+38345313607,lenditegashi40@gmail.com
GIA GLOBAL SH.P.K.,811899551,Regjistruar,+38349465155,giaglobal@gmail.com
INN MUSTAFA SH.P.K.,811899296,Regjistruar,+38344713896,nasip-mustafa@hotmail.com
Hako Construction SH.P.K.,811898305,Regjistruar,+38349621234,kaani.hoxha@gmail.com
B Brajshori Invest SH.P.K.,811898248,Regjistruar,+38345556661,brajshori.invest11@gmail.com
Adnani Construction SH.P.K.,811897604,Regjistruar,+38344379975,adnaniconstruction@outlook.com
AndiConstruction SH.P.K.,811897331,Regjistruar,+38349642229,info.andiconstruction@gmail.com
Rinor Construction  RM SH.P.K.,811897240,Regjistruar,+38349449524,rmorina342@gmail.com
VEGA GROUP L.L.C.,811896424,Regjistruar,+38348603003,vegagroupllc@hotmail.com
AGIMI CONSTRUCTION SH.P.K.,811896333,Regjistruar,+38349567413,bytyqiconstructionshpk@gmail.com
VALI  COSTRUZIONI SH.P.K.,811895939,Regjistruar,+38348880498,valicostruzionisrl@gmail.com
Durim Islamaj B.I.,811895806,Regjistruar,+38344980224,durimislamaj82@gmail.com
A & SHEZ GROUP SH.P.K.,811895517,Regjistruar,+38344125256,eafinancellc@gmail.com
Pajazit Kelmendi B.I.,811894618,Regjistruar,+38345473967,pajazitkelmandi53@gmail.com
NB Construction Group SH.P.K.,811894519,Regjistruar,+38344400400,info@nb-ks.com
NURQAJ INVEST SH.P.K.,811894460,Regjistruar,+38344223780,nurqajinvest@gmail.com
AREL CONSTRUCTION SH.P.K.,811893983,Regjistruar,+38346100900,arel.construction1@gmail.com
Riza N. Morina B.I.,811893925,Regjistruar,+38345613244,rizamorina095@gmail.com
Kushtrimi Construction SH.P.K.,811893842,Regjistruar,+38344846854,kushtrimiconstructionshpk@gmail.com
Comfort building group  SH.P.K.,811893800,Regjistruar,+38349345475,zanisylhasi@gmail.com
PRIAM INVEST SH.P.K.,811893678,Regjistruar,+38349300666,priamshpk1@gmail.com
Kushtrim D. Bytyçi B.I.,811893313,Regjistruar,+38349737334,kushtrimbytyqi15@gmail.com
XHARRA TOWERS SH.P.K.,811892993,Regjistruar,+38349480735,info@xharratowers.com
Con Ing Group SH.P.K.,811892810,Regjistruar,+38348777191,coning.group@outlook.com
DULLOVI COMPANY SH.P.K.,811892662,Regjistruar,+38344527233,dullovicompany@gmail.com
Ndertimi AG Group SH.P.K.,811892505,Regjistruar,+38343862266,NdertimiAG@gmail.com
Paluca Group SH.P.K.,811892331,Regjistruar,+38349313315,besi28besi@gmail.com
Royal Trade Company SH.P.K.,811891672,Regjistruar,+38349575757,alkryeziu@live.com
Ardii Construction  SH.P.K.,811891416,Regjistruar,+38349608220,ardianjusufi12@hotmail.com
AURA CONSTRUCTION SH.P.K.,811891028,Regjistruar,+38343999990,aura.construction@hotmail.com
Building Group PP SH.P.K.,811889940,Regjistruar,+38343582505,ppgroupshpk@gmail.com
EDI Construction Group SH.P.K.,811889669,Regjistruar,+38345275908,edi-fenster-montage@hotmail.com
Asllani Group SH.P.K.,811889429,Regjistruar,+38349300849,info@balance-ks.com
Lindita I. Krasniqi B.I.,811889312,Regjistruar,+38344116344,n.n@hotmail.com
Agribau Invest SH.P.K.,811889304,Regjistruar,+38344239472,agribauinvest@gmail.com
TROIA KOS GROUP L.L.C.,811889148,Regjistruar,+38345670677,troia.kosova@gmail.com
FR VALONI SH.P.K.,811888356,Regjistruar,+38344123928,valoni.fr@outlook.com
Aziz Shabani B.I.,811888091,Regjistruar,+38349446698,azizshabani@hotmail.com
Kastrati RKR SH.P.K.,811886920,Regjistruar,+38349801080,kkastratir@gmail.com
LIRIMI 1 RESIDENCE SH.P.K.,811886524,Regjistruar,+38349230554,Alikrasniqi848@gmail.com
3DK BUILDING SH.P.K.,811886441,Regjistruar,+38345256041,predragmartity@gmail.com
Sari  Nesi  Dvorani SH.P.K.,811885881,Regjistruar,+38349443914,drilondvorani@gmail.com
BF ING SH.P.K.,811885625,Regjistruar,+38345322990,fatmiri123@hotmail.com
DIAR INVEST SH.P.K.,811885302,Regjistruar,+38344858111,metgllareva@gmail.com
EURO BILL SH.P.K.,811884908,Regjistruar,+38349848162,eurobill@gmail.com
Gentrit Carani B.I.,811883918,Shuar,+38349471601,gentritcarani@gmail.com
FLORI CONSTRUCTION SH.P.K.,811883695,Regjistruar,+38344102801,nnp-flori@hotmail.com
BUJA COM SH.P.K.,811883257,Regjistruar,+38345542619,bujacomshpk@outlook.com
Isak Zeka SH.P.K.,811883124,Regjistruar,+38344244818,izetbasholli@gmail.com
Immobilien Rrustemaj SH.P.K.,811882457,Regjistruar,+38344608500,Immobilienrrustemaj@gmail.com
NEWCO ARTTONI SH.P.K.,811882100,Regjistruar,+38344274034,adil.rexhepi89@gmail.com
ROYAL CITY L.L.C.,811881938,Regjistruar,+38349444300,royalbaull@gmail.com
HANSI IBB SH.P.K.,811881293,Regjistruar,+38345228073,besartopalli1995@hotmail.com
BEHARI ING SH.P.K.,811881285,Regjistruar,+38344295002,besartopalli5@gmail.com
ODI R  SH.P.K.,811880310,Regjistruar,+38344670612,adem.r@gmail.com
Nil Holding  L.L.C.,811880188,Regjistruar,+38349638999,visarfekaj1978@gmail.com
DECOR DIZAIN SH.P.K.,811879959,Regjistruar,+38343599699,d.llugaliu@hotmail.com
NSB TEAM SH.P.K.,811879107,Regjistruar,+38345602396,nsbteam.shpk@gmail.com
Presidenca Group  SH.P.K.,811878886,Regjistruar,+38349860002,fidantahiri1@yahoo.com
Washington Residence neighbourhood SH.P.K.,811878109,Regjistruar,+38349294814,washingtonresidence36@gmail.com
Lulzim Cakiqi B.I.,811877804,Regjistruar,+38343757477,fasaderluli@gmail.com
ESD Construction SH.P.K.,811877771,Regjistruar,+38348107766,esd.constructione@gmail.com
BAKI CONSTRUCTION SH.P.K.,811877557,Regjistruar,+38344601133,ekrasniqi084@gmail.com
Arbim Blakçori B.I.,811877325,Regjistruar,+38345564617,arbimblakqori@gmail.com
B.V.G. ING  SH.P.K.,811877101,Regjistruar,+38349285485,bvgconstructionshpk@gmail.com
Dritoni Construction SH.P.K.,811877086,Regjistruar,+38349474969,gdriton903@gmail.com
PREMIUM INVEST SH.P.K.,811876963,Regjistruar,+38344437086,premiuminv7@gmail.com
NaxhijeFix SH.P.K.,811876799,Regjistruar,+38348272273,Albert.NAXH@hotmail.com
Bimi Ing SH.P.K.,811875915,Regjistruar,+38344170915,brahimjmorina@gmail.com
LIKA HOLDING SH.P.K.,811875874,Regjistruar,+38349232270,fl@likagroup.ch
VELLEZRIT RRUSTA L.L.C.,811875808,Regjistruar,+38349134755,vellezritrrustallc@gmail.com
ZYMBERI Group SH.P.K.,811875684,Regjistruar,+38345516600,arbnor_z@hotmail.com
BEL GROUP SH.P.K.,811875460,Regjistruar,+41794444944,fl@likagroup.ch
CONAXA PROJECT SH.P.K.,811875353,Regjistruar,+38349555550,conaxashpk@gmail.com
MILA RESIDENCE SH.P.K.,811874933,Regjistruar,+38344112422,milaresidence21@gmail.com
Erindi SHH SH.P.K.,811874925,Regjistruar,+38345840156,erindi.shpk@hotmail.com
Class i SH.P.K.,811874537,Regjistruar,+38344504483,classi.rks@gmail.com
VIZION PLUS SH.P.K.,811874165,Regjistruar,+38344245888,vizionplus@gmail.com
LEMKOS SH.P.K.,811873729,Regjistruar,+38345493916,lemkosss@gmail.com
NARTEL & NARTEL EXIN  SH.P.K.,811873456,Regjistruar,+38338220795,nartel1@gmail.com
Plus Holding SH.P.K.,811872953,Regjistruar,+38349822202,Blerimkrasniqi1@web.de
BAO SCHOOLS SH.P.K.,811872903,Regjistruar,+38348737737,lorikretkoceri9@gmail.com
SAN GROUP SH.P.K.,811872888,Regjistruar,+38344279026,samibunjaku@gmail.com
STANDART Madencilik Peyzaj İnşaat Emlak Sanayi ticaret anonim sirketi Dega në Kosovë,811872739,Regjistruar,+38349115911,info@boldconsulting.info
SWE Build SH.P.K.,811872614,Regjistruar,+38344756495,ilir_323@hotmail.com
Teuta Vishaj Gashi B.I.,811872127,Regjistruar,+38344178773,nilicontruction@gmail.com
BYTYQI Construction Dekor SH.P.K.,811871632,Regjistruar,+38344478144,bytyqiconstructiondekor@gmail.com
GLOBAL ING SH.P.K.,811870931,Regjistruar,+38349629113,globalish.p.k@gmail.com
KOSOVA TOWERS SH.P.K.,811870428,Regjistruar,+38349410237,yusu55@gmail.com
Nova Construction  SH.P.K.,811870395,Regjistruar,+38343555101,novaconstructionshpk@gmail.com
GENTI COMPANY SH.P.K.,811869455,Regjistruar,+38344720283,gentibaushpk@gmail.com
Rudari SH.P.K.,811869421,Regjistruar,+38344777833,arbenrudari9@gmail.com
BPG Holding SH.P.K.,811868423,Regjistruar,+38349361341,balibaliu@msn.com
Kompania Vëllezërit Ferizi SH.P.K.,811867996,Regjistruar,+38349153500,izetbasholli@gmail.com
BESIONI SH.P.K.,811867532,Regjistruar,+38349302098,besionmazreku1@gmail.com
QALI GROUP SH.P.K.,811867243,Regjistruar,+38348687346,qali.shpk@gmail.com
F&A BACI SH.P.K.,811867194,Regjistruar,+38349582092,astriti07@outlook.com
S4B  L.L.C.,811866724,Regjistruar,+38345777704,muhamed.krasniqi@hotmail.com
ARDI INVEST   SH.P.K.,811866659,Regjistruar,+38349529444,arditi_krasniqi10@hotmail.com
ELSA MMN SH.P.K.,811866336,Regjistruar,+38344607453,k_gola@hotmail.com
Arlinda Dvorani B.I.,811865700,Regjistruar,+38344181562,arlindadvorani5@gmail.com
ALTEK CONSTRUCTION L.L.C.,811865370,Regjistruar,+38348666772,altek.partners.co@gmail.com
